CQS Symbol,ETF,Financial Status,Listing Exchange,Market Category,NASDAQ Symbol,Nasdaq Traded,NextShares,Round Lot Size,Security Name,Symbol,Test Issue
AEVA,N,"",N, ,AEVA,Y,N,100,"Aeva Technologies, Inc. Common Stock",AEVA,N
AEVA.WS,N,"",N, ,AEVA+,Y,N,100,"Aeva Technologies, Inc. Redeemable Warrants, each whole warrant exercisable for shares of common stock at an exercise price of $11.50 per share",AEVA.W,N
"",N,N,Q,S,AEY,Y,N,100,"ADDvantage Technologies Group, Inc. - Common Stock",AEY,N
"",N,N,Q,S,AEYE,Y,N,100,"AudioEye, Inc. - Common Stock",AEYE,N
"",N,N,Q,S,AEZS,Y,N,100,Aeterna Zentaris Inc. - Common Stock,AEZS,N
"",N,N,Q,G,AFAR,Y,N,100,Aura FAT Projects Acquisition Corp - Class A Ordinary Shares,AFAR,N
"",N,N,Q,G,AFARU,Y,N,100,Aura FAT Projects Acquisition Corp - Unit,AFARU,N
"",N,N,Q,G,AFARW,Y,N,100,Aura FAT Projects Acquisition Corp - Warrant,AFARW,N
AFB,N,"",N, ,AFB,Y,N,100,AllianceBernstein National Municipal Income Fund Inc,AFB,N
"",N,N,Q,S,AFBI,Y,N,100,"Affinity Bancshares, Inc. - Common Stock",AFBI,N
"",N,N,Q,G,AFCG,Y,N,100,"AFC Gamma, Inc. - Common Stock",AFCG,N
AFG,N,"",N, ,AFG,Y,N,100,"American Financial Group, Inc. Common Stock",AFG,N
AFGB,N,"",N, ,AFGB,Y,N,100,"American Financial Group, Inc. 5.875% Subordinated Debentures due 2059",AFGB,N
AFGC,N,"",N, ,AFGC,Y,N,100,"American Financial Group, Inc. 5.125% Subordinated Debentures due 2059",AFGC,N
AFGD,N,"",N, ,AFGD,Y,N,100,"American Financial Group, Inc. 5.625% Subordinated Debentures due 2060",AFGD,N
AFGE,N,"",N, ,AFGE,Y,N,100,"American Financial Group, Inc. 4.500% Subordinated Debentures due 2060",AFGE,N
"",N,N,Q,Q,AFIB,Y,N,100,"Acutus Medical, Inc. - Common Stock",AFIB,N
AFIF,Y,"",Z, ,AFIF,Y,N,100,Anfield Universal Fixed Income ETF,AFIF,N
AFK,Y,"",P, ,AFK,Y,N,100,VanEck Africa Index ETF,AFK,N
AFL,N,"",N, ,AFL,Y,N,100,AFLAC Incorporated Common Stock,AFL,N
AFLG,Y,"",P, ,AFLG,Y,N,100,First Trust Active Factor Large Cap ETF,AFLG,N
AFMC,Y,"",P, ,AFMC,Y,N,100,First Trust Active Factor Mid Cap ETF,AFMC,N
"",N,N,Q,G,AFMD,Y,N,100,Affimed N.V. - Common Stock,AFMD,N
"",N,N,Q,S,AFRI,Y,N,100,Forafric Global PLC - Ordinary Shares,AFRI,N
"",N,N,Q,S,AFRIW,Y,N,100,Forafric Global PLC - Warrants,AFRIW,N
"",N,N,Q,Q,AFRM,Y,N,100,"Affirm Holdings, Inc. - Class A Common Stock",AFRM,N
AFSM,Y,"",P, ,AFSM,Y,N,100,First Trust Active Factor Small Cap ETF,AFSM,N
AFT,N,"",N, ,AFT,Y,N,100,Apollo Senior Floating Rate Fund Inc. Common Stock,AFT,N
AFTR,N,"",N, ,AFTR,Y,N,100,AfterNext HealthTech Acquisition Corp. Class A Ordinary Shares,AFTR,N
AFTR.U,N,"",N, ,AFTR=,Y,N,100,"AfterNext HealthTech Acquisition Corp. Units, each consisting of one Class A ordinary share and one-third of one redeemable warrant",AFTR.U,N
AFTR.WS,N,"",N, ,AFTR+,Y,N,100,"AfterNext HealthTech Acquisition Corp. Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",AFTR.W,N
AFTY,Y,"",P, ,AFTY,Y,N,100,Pacer CSOP FTSE China A50 ETF,AFTY,N
"",N,N,Q,Q,AFYA,Y,N,100,Afya Limited - Class A Common Shares,AFYA,N
AG,N,"",N, ,AG,Y,N,100,First Majestic Silver Corp. Ordinary Shares (Canada),AG,N
AGAC,N,"",N, ,AGAC,Y,N,100,African Gold Acquisition Corporation Class A Ordinary Shares,AGAC,N
AGAC.U,N,"",N, ,AGAC=,Y,N,100,"African Gold Acquisition Corporation Units, each consisting of one Class A ordinary share and three-quarters of one redeemable warrant",AGAC.U,N
"",N,N,Q,S,AGAE,Y,N,100,Allied Gaming & Entertainment Inc. - Common Stock,AGAE,N
"",N,N,Q,S,AGBA,Y,N,100,AGBA Group Holding Limited - Ordinary Share,AGBA,N
"",N,N,Q,S,AGBAW,Y,N,100,AGBA Group Holding Limited - Warrant,AGBAW,N
AGCO,N,"",N, ,AGCO,Y,N,100,AGCO Corporation Common Stock,AGCO,N
AGD,N,"",N, ,AGD,Y,N,100,abrdn Global Dynamic Dividend Fund Common Shares of Beneficial Interest,AGD,N
AGE,N,"",A, ,AGE,Y,N,100,"AgeX Therapeutics, Inc. Common Stock",AGE,N
"",N,N,Q,S,AGEN,Y,N,100,Agenus Inc. - Common Stock,AGEN,N
"",N,N,Q,Q,AGFS,Y,N,100,"AgroFresh Solutions, Inc. - Common Stock",AGFS,N
"",N,N,Q,S,AGFY,Y,N,100,Agrify Corporation - Common Stock,AGFY,N
AGG,Y,"",P, ,AGG,Y,N,100,iShares Core U.S. Aggregate Bond ETF,AGG,N
AGGH,Y,"",P, ,AGGH,Y,N,100,Simplify Exchange Traded Funds Simplify Aggregate Bond PLUS Credit Hedge ETF,AGGH,N
"",N,N,Q,S,AGGR,Y,N,100,Agile Growth Corp. - Class A Ordinary Share,AGGR,N
"",N,N,Q,S,AGGRU,Y,N,100,Agile Growth Corp. - Units,AGGRU,N
"",N,N,Q,S,AGGRW,Y,N,100,Agile Growth Corp. - Warrant,AGGRW,N
AGGY,Y,"",P, ,AGGY,Y,N,100,WisdomTree Yield Enhanced U.S. Aggregate Bond Fund,AGGY,N
AGI,N,"",N, ,AGI,Y,N,100,Alamos Gold Inc. Class A Common Shares,AGI,N
AGIH,Y,"",P, ,AGIH,Y,N,100,iShares U.S. ETF Trust iShares Inflation Hedged U.S. Aggregate Bond ETF,AGIH,N
"",N,N,Q,S,AGIL,Y,N,100,"AgileThought, Inc. - Class A Common Stock",AGIL,N
"",N,N,Q,S,AGILW,Y,N,100,"AgileThought, Inc. - Warrant",AGILW,N
"",N,N,Q,Q,AGIO,Y,N,100,"Agios Pharmaceuticals, Inc. - Common Stock",AGIO,N
AGL,N,"",N, ,AGL,Y,N,100,"agilon health, inc. Common Stock",AGL,N
"",N,N,Q,G,AGLE,Y,N,100,"Aeglea BioTherapeutics, Inc. - Common Stock",AGLE,N
AGM,N,"",N, ,AGM,Y,N,100,Federal Agricultural Mortgage Corporation Common Stock,AGM,N
AGMpC,N,"",N, ,AGM-C,Y,N,100,Federal Agricultural Mortgage Corporation Preferred Series C Fixed to Fltg,AGM$C,N
AGMpD,N,"",N, ,AGM-D,Y,N,100,"Federal Agricultural Mortgage Corporation 5.700% Non-Cumulative Preferred Stock, Series D",AGM$D,N
AGMpE,N,"",N, ,AGM-E,Y,N,100,"Federal Agricultural Mortgage Corporation 5.750% Non-Cumulative Preferred Stock, Series E",AGM$E,N
AGMpF,N,"",N, ,AGM-F,Y,N,100,"Federal Agricultural Mortgage Corporation 5.250% Non-Cumulative Preferred Stock, Series F",AGM$F,N
AGMpG,N,"",N, ,AGM-G,Y,N,100,"Federal Agricultural Mortgage Corporation 4.875% Non-Cumulative Preferred Stock, Series G",AGM$G,N
AGM.A,N,"",N, ,AGM.A,Y,N,100,Federal Agricultural Mortgage Corporation Common Stock,AGM.A,N
"",N,N,Q,S,AGMH,Y,N,100,AGM Group Holdings Inc. - Class A Ordinary Shares,AGMH,N
"",N,N,Q,Q,AGNC,Y,N,100,AGNC Investment Corp. - Common Stock,AGNC,N
"",N,N,Q,Q,AGNCL,Y,N,100,"AGNC Investment Corp. - Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock",AGNCL,N
"",N,N,Q,Q,AGNCM,Y,N,100,AGNC Investment Corp. - Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock,AGNCM,N
"",N,N,Q,Q,AGNCN,Y,N,100,"AGNC Investment Corp. - Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock",AGNCN,N
"",N,N,Q,Q,AGNCO,Y,N,100,"AGNC Investment Corp. - Depositary Shares, each representing a 1/1,000th interest in a share of Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock",AGNCO,N
"",N,N,Q,Q,AGNCP,Y,N,100,"AGNC Investment Corp. - Depositary Shares Each Representing a 1/1,000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",AGNCP,N
"",Y,N,Q,G,AGNG,Y,N,100,Global X Aging Population ETF,AGNG,N
AGO,N,"",N, ,AGO,Y,N,100,Assured Guaranty Ltd. Common Stock,AGO,N
AGOV,Y,"",P, ,AGOV,Y,N,100,ETC Gavekal Asia Pacific Government Bond ETF,AGOV,N
AGOX,Y,"",P, ,AGOX,Y,N,100,Adaptive Alpha Opportunities ETF,AGOX,N
AGQ,Y,"",P, ,AGQ,Y,N,100,ProShares Ultra Silver,AGQ,N
AGR,N,"",N, ,AGR,Y,N,100,"Avangrid, Inc. Common Stock",AGR,N
AGRH,Y,"",P, ,AGRH,Y,N,100,iShares U.S. ETF Trust iShares Interest Rate Hedged U.S. Aggregate Bond ETF,AGRH,N
"",N,N,Q,S,AGRI,Y,N,100,AgriFORCE  Growing Systems Ltd. - Common Shares,AGRI,N
"",N,N,Q,S,AGRIW,Y,N,100,AgriFORCE  Growing Systems Ltd. - Warrant,AGRIW,N
AGRO,N,"",N, ,AGRO,Y,N,100,Adecoagro S.A. Common Shares,AGRO,N
"",N,D,Q,S,AGRX,Y,N,100,"Agile Therapeutics, Inc. - Common Stock",AGRX,N
AGS,N,"",N, ,AGS,Y,N,100,"PlayAGS, Inc. Common Stock",AGS,N
AGTI,N,"",N, ,AGTI,Y,N,100,"Agiliti, Inc. Common Stock",AGTI,N
AGX,N,"",N, ,AGX,Y,N,100,"Argan, Inc. Common Stock",AGX,N
"",N,N,Q,Q,AGYS,Y,N,100,"Agilysys, Inc. - Common Stock",AGYS,N
AGZ,Y,"",P, ,AGZ,Y,N,100,iShares  Agency Bond ETF,AGZ,N
"",Y,N,Q,G,AGZD,Y,N,100,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,AGZD,N
"",N,N,Q,S,AHCO,Y,N,100,AdaptHealth Corp.  - Common Stock,AHCO,N
"",N,D,Q,G,AHG,Y,N,100,Akso Health Group - American Depositary Shares,AHG,N
AHH,N,"",N, ,AHH,Y,N,100,"Armada Hoffler Properties, Inc. Common Stock",AHH,N
AHHpA,N,"",N, ,AHH-A,Y,N,100,"Armada Hoffler Properties, Inc. 6.75% Series A Cumulative Redeemable Perpetual Preferred Stock",AHH$A,N
AHHX,Y,"",P, ,AHHX,Y,N,100,Adaptive High Income ETF,AHHX,N
"",N,H,Q,S,AHI,Y,N,100,Advanced Health Intelligence Ltd. - American Depositary Shares,AHI,N
AHLpC,N,"",N, ,AHL-C,Y,N,100,Aspen Insurance Holdings Limited 5.95% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Shares,AHL$C,N
AHLpD,N,"",N, ,AHL-D,Y,N,100,Aspen Insurance Holdings Limited 5.625% Perpetual Non-Cumulative Preference Shares,AHL$D,N
AHLpE,N,"",N, ,AHL-E,Y,N,100,"Aspen Insurance Holdings Limited Depositary Shares, each representing a 1/1000th interest in a share of 5.625% Perpetual Non-Cumulative Preference Shares",AHL$E,N
AHOY,Y,"",P, ,AHOY,Y,N,100,Tidal ETF Trust Newday Ocean Health ETF,AHOY,N
"",N,E,Q,S,AHPI,Y,N,100,"Allied Healthcare Products, Inc. - Common Stock",AHPI,N
"",N,N,Q,G,AHRN,Y,N,100,Ahren Acquisition Corp. - Class A Ordinary Shares,AHRN,N
"",N,N,Q,G,AHRNU,Y,N,100,Ahren Acquisition Corp. - Unit,AHRNU,N
"",N,N,Q,G,AHRNW,Y,N,100,Ahren Acquisition Corp. - Warrants,AHRNW,N
AHT,N,"",N, ,AHT,Y,N,100,Ashford Hospitality Trust Inc Common Stock,AHT,N
AHTpD,N,"",N, ,AHT-D,Y,N,100,Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock,AHT$D,N
AHTpF,N,"",N, ,AHT-F,Y,N,100,Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock,AHT$F,N
AHTpG,N,"",N, ,AHT-G,Y,N,100,Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock,AHT$G,N
AHTpH,N,"",N, ,AHT-H,Y,N,100,Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock,AHT$H,N
AHTpI,N,"",N, ,AHT-I,Y,N,100,Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock,AHT$I,N
AHYB,Y,"",P, ,AHYB,Y,N,100,American Century Select High Yield ETF,AHYB,N
AI,N,"",N, ,AI,Y,N,100,"C3.ai, Inc. Class A Common Stock",AI,N
"",Y,N,Q,G,AIA,Y,N,100,iShares Asia 50 ETF,AIA,N
"",N,N,Q,G,AIB,Y,N,100,AIB Acquisition Corporation - Class A Ordinary Shares,AIB,N
"",N,N,Q,G,AIBBR,Y,N,100,AIB Acquisition Corporation - Right,AIBBR,N
"",N,N,Q,G,AIBBU,Y,N,100,AIB Acquisition Corporation - Unit,AIBBU,N
AIC,N,"",N, ,AIC,Y,N,100,Arlington Asset Investment Corp 6.750% Notes due 2025,AIC,N
AIEQ,Y,"",P, ,AIEQ,Y,N,100,AI Powered Equity ETF,AIEQ,N
AIF,N,"",N, ,AIF,Y,N,100,Apollo Tactical Income Fund Inc. Common Stock,AIF,N
AIG,N,"",N, ,AIG,Y,N,100,"American International Group, Inc. New Common Stock",AIG,N
AIGpA,N,"",N, ,AIG-A,Y,N,100,"American International Group, Inc. Depositary Shares Each Representing a 1/1,000th Interest in a Share of Series A 5.85% Non-Cumulative Perpetual Preferred Stock",AIG$A,N
"",N,N,Q,G,AIH,Y,N,100,Aesthetic Medical International Holdings Group Ltd. - American Depositary Shares,AIH,N
"",N,N,Q,S,AIHS,Y,N,100,Senmiao Technology Limited - Common Stock,AIHS,N
AILG,Y,"",P, ,AILG,Y,N,100,Listed Funds Trust Alpha Intelligent - Large Cap Growth ETF,AILG,N
AILV,Y,"",P, ,AILV,Y,N,100,Listed Funds Trust Alpha Intelligent - Large Cap Value ETF,AILV,N
AIM,N,"",A, ,AIM,Y,N,100,AIM ImmunoTech Inc. Common Stock,AIM,N
"",N,N,Q,G,AIMAU,Y,N,100,Aimfinity Investment Corp. I - Unit,AIMAU,N
"",N,N,Q,G,AIMAW,Y,N,100,Aimfinity Investment Corp. I - Warrant,AIMAW,N
"",N,N,Q,G,AIMBU,Y,N,100,Aimfinity Investment Corp. I - Subunit,AIMBU,N
"",N,N,Q,Q,AIMC,Y,N,100,Altra Industrial Motion Corp. - Common Stock,AIMC,N
"",N,D,Q,S,AIMD,Y,N,100,"Ainos, Inc. - common stock",AIMD,N
"",N,N,Q,S,AIMDW,Y,N,100,"Ainos, Inc. - warrants",AIMDW,N
AIN,N,"",N, ,AIN,Y,N,100,Albany International Corporation Common Stock,AIN,N
AINC,N,"",A, ,AINC,Y,N,100,Ashford Inc. (Holding Company) Common Stock,AINC,N
AIO,N,"",N, ,AIO,Y,N,100,Virtus Artificial Intelligence & Technology Opportunities Fund Common Shares of Beneficial Interest,AIO,N
"",N,N,Q,G,AIP,Y,N,100,"Arteris, Inc.  - Common Stock",AIP,N
"",Y,N,Q,G,AIQ,Y,N,100,Global X Artificial Intelligence & Technology ETF,AIQ,N
AIR,N,"",N, ,AIR,Y,N,100,AAR Corp. Common Stock,AIR,N
AIRC,N,"",N, ,AIRC,Y,N,100,Apartment Income REIT Corp. Common Stock,AIRC,N
"",N,N,Q,S,AIRG,Y,N,100,"Airgain, Inc. - Common Stock",AIRG,N
AIRI,N,"",A, ,AIRI,Y,N,100,Air Industries Group Common Stock,AIRI,N
"",Y,N,Q,G,AIRR,Y,N,100,First Trust RBA American Industrial Renaissance ETF,AIRR,N
"",N,N,Q,G,AIRS,Y,N,100,"AirSculpt Technologies, Inc. - Common Stock",AIRS,N
"",N,N,Q,G,AIRT,Y,N,100,"Air T, Inc. - Common Stock",AIRT,N
"",N,N,Q,G,AIRTP,Y,N,100,"Air T, Inc. - Trust Preferred Securities",AIRTP,N
AIT,N,"",N, ,AIT,Y,N,100,"Applied Industrial Technologies, Inc. Common Stock",AIT,N
AIU,N,"",N, ,AIU,Y,N,100,Meta Data Limited ADS,AIU,N
AIV,N,"",N, ,AIV,Y,N,100,Apartment Investment and Management Company Common Stock,AIV,N
AIVI,Y,"",P, ,AIVI,Y,N,100,WisdomTree International AI Enhanced Value Fund,AIVI,N
AIVL,Y,"",P, ,AIVL,Y,N,100,WisdomTree U.S. AI Enhanced Value Fund,AIVL,N
AIZ,N,"",N, ,AIZ,Y,N,100,"Assurant, Inc. Common Stock",AIZ,N
AIZN,N,"",N, ,AIZN,Y,N,100,"Assurant, Inc. 5.25% Subordinated Notes due 2061",AIZN,N
AJG,N,"",N, ,AJG,Y,N,100,Arthur J. Gallagher & Co. Common Stock,AJG,N
AJRD,N,"",N, ,AJRD,Y,N,100,"Aerojet Rocketdyne Holdings, Inc. Common Stock",AJRD,N
AJX,N,"",N, ,AJX,Y,N,100,Great Ajax Corp. Common Stock,AJX,N
AJXA,N,"",N, ,AJXA,Y,N,100,Great Ajax Corp. 7.25% Convertible Senior Notes due 2024,AJXA,N
AKA,N,"",N, ,AKA,Y,N,100,a.k.a. Brands Holding Corp. Common Stock,AKA,N
"",N,N,Q,Q,AKAM,Y,N,100,"Akamai Technologies, Inc. - Common Stock",AKAM,N
"",N,D,Q,S,AKAN,Y,N,100,Akanda Corp. - Common Shares,AKAN,N
"",N,D,Q,S,AKBA,Y,N,100,"Akebia Therapeutics, Inc. - Common Stock",AKBA,N
"",N,N,Q,S,AKLI,Y,N,100,"Akili, Inc. - Common Stock",AKLI,N
AKO.A,N,"",N, ,AKO.A,Y,N,100,Embotelladora Andina S.A. Common Stock,AKO.A,N
AKO.B,N,"",N, ,AKO.B,Y,N,100,Embotelladora Andina S.A. Common Stock,AKO.B,N
AKR,N,"",N, ,AKR,Y,N,100,Acadia Realty Trust Common Stock,AKR,N
"",N,N,Q,Q,AKRO,Y,N,100,"Akero Therapeutics, Inc. - Common Stock",AKRO,N
"",N,N,Q,S,AKTS,Y,N,100,"Akoustis Technologies, Inc. - Common Stock",AKTS,N
"",N,D,Q,S,AKTX,Y,N,100,Akari Therapeutics Plc - American Depositary Shares,AKTX,N
"",N,N,Q,S,AKU,Y,N,100,Akumin Inc. - Common Shares,AKU,N
"",N,N,Q,Q,AKYA,Y,N,100,"Akoya BioSciences, Inc. - Common Stock",AKYA,N
AL,N,"",N, ,AL,Y,N,100,Air Lease Corporation Class A Common Stock,AL,N
ALpA,N,"",N, ,AL-A,Y,N,100,"Air Lease Corporation 6.150% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series A",AL$A,N
ALB,N,"",N, ,ALB,Y,N,100,Albemarle Corporation Common Stock,ALB,N
"",N,N,Q,S,ALBO,Y,N,100,"Albireo Pharma, Inc. - Common Stock",ALBO,N
"",N,D,Q,S,ALBT,Y,N,100,Avalon GloboCare Corp. - Common Stock,ALBT,N
ALC,N,"",N, ,ALC,Y,N,100,Alcon Inc. Ordinary Shares,ALC,N
ALCC,N,"",N, ,ALCC,Y,N,100,AltC Acquisition Corp. Class A Common Stock,ALCC,N
"",N,N,Q,Q,ALCO,Y,N,100,"Alico, Inc. - Common Stock",ALCO,N
"",N,N,Q,S,ALDX,Y,N,100,"Aldeyra Therapeutics, Inc. - Common Stock",ALDX,N
ALE,N,"",N, ,ALE,Y,N,100,"Allete, Inc.",ALE,N
"",N,N,Q,Q,ALEC,Y,N,100,"Alector, Inc. - Common Stock",ALEC,N
ALEX,N,"",N, ,ALEX,Y,N,100,"Alexander & Baldwin, Inc. Common Stock REIT Holding Company",ALEX,N
ALG,N,"",N, ,ALG,Y,N,100,"Alamo Group, Inc. Common Stock",ALG,N
"",N,N,Q,Q,ALGM,Y,N,100,"Allegro MicroSystems, Inc. - Common Stock",ALGM,N
"",N,N,Q,Q,ALGN,Y,N,100,"Align Technology, Inc. - Common Stock",ALGN,N
"",N,N,Q,Q,ALGS,Y,N,100,"Aligos Therapeutics, Inc. - Common stock",ALGS,N
"",N,N,Q,Q,ALGT,Y,N,100,Allegiant Travel Company - Common Stock,ALGT,N
"",N,N,Q,Q,ALHC,Y,N,100,"Alignment Healthcare, Inc. - Common Stock",ALHC,N
"",N,N,Q,G,ALIM,Y,N,100,"Alimera Sciences, Inc. - Common Stock",ALIM,N
ALIT,N,"",N, ,ALIT,Y,N,100,"Alight, Inc. Class A Common Stock",ALIT,N
ALK,N,"",N, ,ALK,Y,N,100,"Alaska Air Group, Inc. Common Stock",ALK,N
"",N,N,Q,Q,ALKS,Y,N,100,Alkermes plc - Ordinary Shares,ALKS,N
"",N,N,Q,Q,ALKT,Y,N,100,"Alkami Technology, Inc. - Common Stock",ALKT,N
ALL,N,"",N, ,ALL,Y,N,100,Allstate Corporation (The) Common Stock,ALL,N
ALLpB,N,"",N, ,ALL-B,Y,N,100,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,ALL$B,N
ALLpG,N,"",N, ,ALL-G,Y,N,100,"Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series G",ALL$G,N
ALLpH,N,"",N, ,ALL-H,Y,N,100,"Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series H",ALL$H,N
ALLpI,N,"",N, ,ALL-I,Y,N,100,"Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series I",ALL$I,N
ALLE,N,"",N, ,ALLE,Y,N,100,Allegion plc Ordinary Shares,ALLE,N
ALLG,N,"",N, ,ALLG,Y,N,100,Allego N.V. Ordinary Share,ALLG,N
ALLG.WS,N,"",N, ,ALLG+,Y,N,100,"Allego N.V. Warrants, each exercisable for one Ordinary Share at an exercise price of $11.50 per share",ALLG.W,N
"",N,N,Q,Q,ALLK,Y,N,100,Allakos Inc. - Common Stock,ALLK,N
"",N,N,Q,Q,ALLO,Y,N,100,"Allogene Therapeutics, Inc. - Common Stock",ALLO,N
"",N,D,Q,G,ALLR,Y,N,100,"Allarity Therapeutics, Inc. - Common stock",ALLR,N
"",N,N,Q,Q,ALLT,Y,N,100,Allot Ltd. - Ordinary Shares,ALLT,N
ALLY,N,"",N, ,ALLY,Y,N,100,Ally Financial Inc. Common Stock,ALLY,N
"",N,N,Q,Q,ALNY,Y,N,100,"Alnylam Pharmaceuticals, Inc. - Common Stock",ALNY,N
"",N,N,Q,G,ALOR,Y,N,100,ALSP Orchid Acquisition Corporation I - Class A Ordinary Share,ALOR,N
"",N,N,Q,G,ALORU,Y,N,100,ALSP Orchid Acquisition Corporation I - Unit,ALORU,N
"",N,N,Q,G,ALORW,Y,N,100,ALSP Orchid Acquisition Corporation I - Warrant,ALORW,N
"",N,N,Q,G,ALOT,Y,N,100,"AstroNova, Inc. - Common Stock",ALOT,N
"",N,N,Q,S,ALPA,Y,N,100,Alpha Healthcare Acquisition Corp. III - Class A Common Stock,ALPA,N
"",N,N,Q,S,ALPAU,Y,N,100,Alpha Healthcare Acquisition Corp. III - Units,ALPAU,N
"",N,N,Q,S,ALPAW,Y,N,100,Alpha Healthcare Acquisition Corp. III - Warrant,ALPAW,N
"",N,N,Q,G,ALPN,Y,N,100,"Alpine Immune Sciences, Inc. - Common Stock",ALPN,N
"",N,H,Q,S,ALPP,Y,N,100,"Alpine 4 Holdings, Inc. - Class A Common Stock",ALPP,N
"",N,N,Q,G,ALPS,Y,N,100,"Alpine Summit Energy Partners, Inc. - Class A Subordinate Voting Shares",ALPS,N
"",N,D,Q,S,ALR,Y,N,100,AlerisLife Inc. - Common Shares,ALR,N
"",N,N,Q,Q,ALRM,Y,N,100,"Alarm.com Holdings, Inc. - Common Stock",ALRM,N
"",N,N,Q,S,ALRN,Y,N,100,"Aileron Therapeutics, Inc. - Common Stock",ALRN,N
"",N,N,Q,S,ALRS,Y,N,100,Alerus Financial Corporation - Common Stock,ALRS,N
"",N,N,Q,G,ALSA,Y,N,100,Alpha Star Acquisition Corporation - Ordinary Shares,ALSA,N
"",N,N,Q,G,ALSAR,Y,N,100,Alpha Star Acquisition Corporation - Rights,ALSAR,N
"",N,N,Q,G,ALSAU,Y,N,100,Alpha Star Acquisition Corporation - Units,ALSAU,N
"",N,N,Q,G,ALSAW,Y,N,100,Alpha Star Acquisition Corporation - Warrants,ALSAW,N
ALSN,N,"",N, ,ALSN,Y,N,100,"Allison Transmission Holdings, Inc. Common Stock",ALSN,N
"",N,N,Q,G,ALT,Y,N,100,"Altimmune, Inc. - Common Stock",ALT,N
ALTG,N,"",N, ,ALTG,Y,N,100,Alta Equipment Group Inc. Class A Common Stock,ALTG,N
ALTGpA,N,"",N, ,ALTG-A,Y,N,100,Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock),ALTG$A,N
"",N,N,Q,S,ALTI,Y,N,100,"Alvarium Tiedemann Holdings, Inc. - Class A Common Stock",ALTI,N
"",N,N,Q,S,ALTIW,Y,N,100,"Alvarium Tiedemann Holdings, Inc. - Warrant",ALTIW,N
ALTL,Y,"",P, ,ALTL,Y,N,100,Pacer Lunt Large Cap Alternator ETF,ALTL,N
"",N,N,Q,S,ALTO,Y,N,100,"Alto Ingredients, Inc. - Common Stock",ALTO,N
"",N,N,Q,Q,ALTR,Y,N,100,Altair Engineering Inc. - Class A Common Stock,ALTR,N
"",N,N,Q,S,ALTU,Y,N,100,Altitude Acquisition Corp. - Class A Common Stock,ALTU,N
"",N,N,Q,S,ALTUU,Y,N,100,Altitude Acquisition Corp. - Unit,ALTUU,N
"",N,N,Q,S,ALTUW,Y,N,100,Altitude Acquisition Corp. - Warrant,ALTUW,N
"",Y,N,Q,G,ALTY,Y,N,100,Global X Alternative Income ETF,ALTY,N
ALV,N,"",N, ,ALV,Y,N,100,"Autoliv, Inc. Common Stock",ALV,N
"",N,N,Q,G,ALVO,Y,N,100,Alvotech - Ordinary Shares,ALVO,N
"",N,N,Q,G,ALVOW,Y,N,100,Alvotech - Warrant,ALVOW,N
"",N,N,Q,Q,ALVR,Y,N,100,"AlloVir, Inc. - Common Stock",ALVR,N
ALX,N,"",N, ,ALX,Y,N,100,"Alexander's, Inc. Common Stock",ALX,N
"",N,N,Q,Q,ALXO,Y,N,100,ALX Oncology Holdings Inc. - Common Stock,ALXO,N
"",N,N,Q,S,ALYA,Y,N,100,Alithya Group inc. - Class A subordinate voting shares,ALYA,N
"",N,N,Q,S,ALZN,Y,N,100,"Alzamend Neuro, Inc. - Common Stock",ALZN,N
AM,N,"",N, ,AM,Y,N,100,Antero Midstream Corporation Common Stock,AM,N
"",N,N,Q,G,AMAL,Y,N,100,Amalgamated Financial Corp. - Common Stock,AMAL,N
AMAM,N,"",N, ,AMAM,Y,N,100,Ambrx Biopharma Inc. American Depositary Shares (each representing seven Ordinary Shares),AMAM,N
"",N,N,Q,S,AMAO,Y,N,100,American Acquisition Opportunity Inc. - Class A Common Stock,AMAO,N
